platform,device,suite,source,document_type,language,method,backend,status,initialization_seconds,warm_median_seconds,warm_range_seconds,warm_operation_counts,peak_process_rss_mib,pytorch_allocator_peak_mib,pytorch_allocator_peak_status,cer,cer_ns,cer_bag
ubuntu-gtx1060,cuda,format,image-webp.webp,image,latin,docling+ocr,docling+ocr,success,,1.210013953,0.06006194999999992,1;1;1,2194.1953125,503.19091796875,available,,,
ubuntu-gtx1060,cuda,format,pdf-born-digital.pdf,born-digital-pdf,,docling,docling,success,1.853854432,0.10133755233333334,0.001111925666666666,3;3;3,2251.078125,954.60693359375,available,,,
ubuntu-gtx1060,cuda,format,pdf-scanned.pdf,scanned-pdf,latin,docling+ocr,docling+ocr,success,,1.159407126,0.012992032000000098,1;1;1,2269.8125,873.47705078125,available,,,
ubuntu-gtx1060,cuda,language,pdf/ar-clean.pdf,scanned-pdf,arabic,docling+ocr,,unsupported,,,,,,,,,,
ubuntu-gtx1060,cuda,language,pdf/de-clean.pdf,scanned-pdf,latin,docling+ocr,docling+ocr,success,,1.388470851,0.049610010999999954,1;1;1,2480.296875,873.47705078125,available,0.0,0.0,0.0
ubuntu-gtx1060,cuda,language,pdf/en-clean.pdf,scanned-pdf,latin,docling+ocr,docling+ocr,success,,1.461877754,0.012880824000000013,1;1;1,2420.734375,873.47705078125,available,0.0,0.0,0.0
ubuntu-gtx1060,cuda,language,pdf/ja-clean.pdf,scanned-pdf,japanese,docling+ocr,docling+ocr,success,3.3533146,1.495152964,0.22080759800000016,1;1;1;1;1;1;1,2898.44140625,1329.76806640625,available,0.09090909090909091,0.0,0.0
ubuntu-gtx1060,cuda,language,pdf/ko-clean.pdf,scanned-pdf,korean,docling+ocr,,unsupported,,,,,,,,,,
ubuntu-gtx1060,cuda,language,pdf/ru-clean.pdf,scanned-pdf,cyrillic,docling+ocr,,unsupported,,,,,,,,,,
ubuntu-gtx1060,cuda,language,pdf/th-clean.pdf,scanned-pdf,thai,docling+ocr,,unsupported,,,,,,,,,,
ubuntu-gtx1060,cuda,language,pdf/vi-clean.pdf,scanned-pdf,latin,docling+ocr,docling+ocr,success,,1.467446207,0.09998415299999985,1;1;1,2477.42578125,873.47705078125,available,0.22647058823529412,0.26865671641791045,0.26119402985074625
ubuntu-gtx1060,cuda,language,pdf/zh-clean.pdf,scanned-pdf,chinese,docling+ocr,docling+ocr,success,4.427650952,1.371913293,0.087726886,1;1;1,3094.75,1700.67919921875,available,0.05755395683453238,0.0,0.0
ubuntu-gtx1060,cuda,language,pdf/zt-clean.pdf,scanned-pdf,chinese,docling+ocr,docling+ocr,success,,1.394038566,0.234698007,1;1;1;1;1;1;1,3300.7578125,1617.42431640625,available,0.07194244604316546,0.0,0.0
windows-rtx3090ti,cpu,format,data-json.json,direct-text,,default,plain,success,,0.02905312222222222,0.006504857499999996,9;10;8;9;10;9;10,33.90625,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,data-xml.xml,direct-text,,default,plain,success,,0.0350904,0.0304720625,8;8;7;8;7;8;6,33.91015625,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,data-yaml.yaml,direct-text,,default,plain,success,,0.0314372125,0.005387891666666672,8;8;9;8;9;8;9,33.9140625,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,data-yml.yml,direct-text,,default,plain,success,,0.02887142222222222,0.0022591222222222186,9;9;9,33.91796875,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,ebook.epub,office-web,,default,markitdown,success,,0.15770955,0.03746805,2;2;2;2;2;2;2,177.21875,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,email.msg,office-web,,default,markitdown,success,,0.15736125,0.06058364999999999,2;2;2;2;2;2;2,237.99609375,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-bmp.bmp,image,latin,docling+ocr,docling+ocr,success,22.4223314,6.2613464,0.12750770000000067,1;1;1,1574.109375,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-bmp.bmp,image,latin,ocr,rapidocr,success,,3.725991,0.24567970000000017,1;1;1,329.2578125,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-jpeg.jpeg,image,latin,docling+ocr,docling+ocr,success,,6.1652828,0.14152400000000043,1;1;1,1660.29296875,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-jpeg.jpeg,image,latin,ocr,rapidocr,success,,3.7901112,0.27967330000000024,1;1;1,1724.18359375,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-jpg.jpg,image,latin,docling+ocr,docling+ocr,success,,6.3336459,0.2601399999999998,1;1;1,1720.08984375,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-jpg.jpg,image,latin,ocr,rapidocr,success,,3.7902225,0.3533522999999996,1;1;1,1826.96875,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-png.png,image,latin,docling+ocr,docling+ocr,success,,7.0767315,4.5328531,1;1;1;1;1;1;1,1757.44921875,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-png.png,image,latin,ocr,rapidocr,success,,3.8137799,0.9565271000000006,1;1;1;1;1;1;1,1993.6328125,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-tif.tif,image,latin,docling+ocr,docling+ocr,success,,6.5595783,0.04471710000000062,1;1;1,1827.8359375,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-tif.tif,image,latin,ocr,rapidocr,success,,4.0709514,0.21256429999999993,1;1;1,1813.1796875,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-tiff.tiff,image,latin,docling+ocr,docling+ocr,success,,6.5919601,0.28587579999999946,1;1;1,1851.65625,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-tiff.tiff,image,latin,ocr,rapidocr,success,,4.089212,0.3761909000000001,1;1;1,1903.53515625,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-webp.webp,image,latin,docling+ocr,docling+ocr,success,,6.8253871,0.03727679999999989,1;1;1,2051.171875,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,image-webp.webp,image,latin,ocr,rapidocr,success,,4.4138014,0.5748758,1;1;1;1;1;1;1,2010.95703125,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,markdown.md,direct-text,,default,plain,success,,0.0331335125,0.002414287500000001,8;8;8,1798.0234375,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,pdf-born-digital.pdf,born-digital-pdf,,default,pypdfium2,success,,0.010462720000000002,0.0009998481739130413,25;25;23,1798.74609375,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,pdf-born-digital.pdf,born-digital-pdf,,docling,docling,success,3.7459791,1.6883706,0.40509989999999996,1;1;1;1;1;1;1,2087.203125,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,pdf-scanned.pdf,scanned-pdf,latin,docling+ocr,docling+ocr,success,,7.1041937,0.1907002000000002,1;1;1,2253.78515625,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,pdf-scanned.pdf,scanned-pdf,latin,ocr,rapidocr,success,,4.457137,0.2850028,1;1;1,2230.00390625,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,plain-cp874.txt,direct-text,,default,plain,success,,0.046705699999999996,0.012797750000000004,6;6;5;6;6;5;6,2253.78515625,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,plain-utf8.txt,direct-text,,default,plain,success,,0.04734973333333333,0.009760193333333327,6;5;6;6;7;6;6,2253.78515625,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,presentation.pptx,office-web,,default,markitdown,success,,0.1983867,0.051566,2;2;2;2;2;2;2,2202.29296875,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,spreadsheet-legacy.xls,office-web,,default,markitdown,success,,0.19491845,0.05337105,2;2;2;2;2;2;2,2282.29296875,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,spreadsheet.xlsx,office-web,,default,markitdown,success,,0.20080815,0.08699005000000001,2;2;2;2;2;2;1,2254.89453125,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,table.csv,direct-text,,default,plain,success,,0.05021900000000001,0.0225780575,5;8;8;8;6;5;5,2254.89453125,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,web-page-legacy.htm,office-web,,default,markitdown,success,,0.18183915,0.07766619999999999,2;2;2;2;2;2;2,2296.6796875,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,web-page.html,office-web,,default,markitdown,success,,0.1755891,0.015892299999999998,2;2;2,2256.171875,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,format,word-document.docx,office-web,,default,markitdown,success,,0.4103687,0.5358134,1;1;1;1;1;1;1,2195.6484375,,not-applicable-for-cpu,,,
windows-rtx3090ti,cpu,language,pdf/ar-clean.pdf,scanned-pdf,arabic,docling+ocr,,unsupported,,,,,,,,,,
windows-rtx3090ti,cpu,language,pdf/ar-clean.pdf,scanned-pdf,arabic,ocr,,unsupported,,,,,,,,,,
windows-rtx3090ti,cpu,language,pdf/de-clean.pdf,scanned-pdf,latin,docling+ocr,docling+ocr,success,,5.7971809,0.2455892000000004,1;1;1,2243.2421875,,not-applicable-for-cpu,0.0,0.0,0.0
windows-rtx3090ti,cpu,language,pdf/de-clean.pdf,scanned-pdf,latin,ocr,rapidocr,success,,5.7011685,1.6147496000000006,1;1;1;1;1;1;1,2443.11328125,,not-applicable-for-cpu,0.0,0.0,0.0
windows-rtx3090ti,cpu,language,pdf/en-clean.pdf,scanned-pdf,latin,docling+ocr,docling+ocr,success,,6.9905399,0.43616480000000024,1;1;1,2344.70703125,,not-applicable-for-cpu,0.0,0.0,0.0
windows-rtx3090ti,cpu,language,pdf/en-clean.pdf,scanned-pdf,latin,ocr,rapidocr,success,,6.5987737,0.27950750000000024,1;1;1,2393.7265625,,not-applicable-for-cpu,0.0,0.0,0.0
windows-rtx3090ti,cpu,language,pdf/ja-clean.pdf,scanned-pdf,japanese,docling+ocr,docling+ocr,success,10.1566802,6.377043,0.20712809999999937,1;1;1,2753.5859375,,not-applicable-for-cpu,0.09090909090909091,0.0,0.0
windows-rtx3090ti,cpu,language,pdf/ja-clean.pdf,scanned-pdf,japanese,ocr,rapidocr,success,,29.8774061,0.5899099999999997,1;1;1,2464.13671875,,not-applicable-for-cpu,0.0625,0.0,0.0
windows-rtx3090ti,cpu,language,pdf/ko-clean.pdf,scanned-pdf,korean,docling+ocr,,unsupported,,,,,,,,,,
windows-rtx3090ti,cpu,language,pdf/ko-clean.pdf,scanned-pdf,korean,ocr,,unsupported,,,,,,,,,,
windows-rtx3090ti,cpu,language,pdf/ru-clean.pdf,scanned-pdf,cyrillic,docling+ocr,,unsupported,,,,,,,,,,
windows-rtx3090ti,cpu,language,pdf/ru-clean.pdf,scanned-pdf,cyrillic,ocr,,unsupported,,,,,,,,,,
windows-rtx3090ti,cpu,language,pdf/th-clean.pdf,scanned-pdf,thai,docling+ocr,,unsupported,,,,,,,,,,
windows-rtx3090ti,cpu,language,pdf/th-clean.pdf,scanned-pdf,thai,ocr,,unsupported,,,,,,,,,,
windows-rtx3090ti,cpu,language,pdf/vi-clean.pdf,scanned-pdf,latin,docling+ocr,docling+ocr,success,,6.4238591,0.14031579999999977,1;1;1,2398.40234375,,not-applicable-for-cpu,0.22647058823529412,0.26865671641791045,0.26119402985074625
windows-rtx3090ti,cpu,language,pdf/vi-clean.pdf,scanned-pdf,latin,ocr,rapidocr,success,,4.9737186,0.47260100000000005,1;1;1,2361.265625,,not-applicable-for-cpu,0.15,0.19029850746268656,0.19029850746268656
windows-rtx3090ti,cpu,language,pdf/zh-clean.pdf,scanned-pdf,chinese,docling+ocr,docling+ocr,success,8.8510234,6.2411888,0.2879277,1;1;1,3307.26171875,,not-applicable-for-cpu,0.05755395683453238,0.0,0.0
windows-rtx3090ti,cpu,language,pdf/zh-clean.pdf,scanned-pdf,chinese,ocr,rapidocr,success,,23.6577703,0.1867922999999969,1;1;1,2956.578125,,not-applicable-for-cpu,0.04316546762589928,0.0,0.0
windows-rtx3090ti,cpu,language,pdf/zt-clean.pdf,scanned-pdf,chinese,docling+ocr,docling+ocr,success,,6.1627055,0.13299400000000006,1;1;1,3443.69921875,,not-applicable-for-cpu,0.07194244604316546,0.0,0.0
windows-rtx3090ti,cpu,language,pdf/zt-clean.pdf,scanned-pdf,chinese,ocr,rapidocr,success,,23.6189982,0.32575049999999806,1;1;1,3408.93359375,,not-applicable-for-cpu,0.02877697841726619,0.0,0.0
windows-rtx3090ti,cuda,format,image-bmp.bmp,image,latin,docling+ocr,docling+ocr,success,19.7719074,4.8153054,0.09985849999999985,1;1;1,1925.50390625,575.16845703125,available,,,
windows-rtx3090ti,cuda,format,image-jpeg.jpeg,image,latin,docling+ocr,docling+ocr,success,,4.870672,0.21637839999999997,1;1;1,1975.71875,503.19091796875,available,,,
windows-rtx3090ti,cuda,format,image-jpg.jpg,image,latin,docling+ocr,docling+ocr,success,,4.9130813,0.0630917000000002,1;1;1,2042.01171875,503.19091796875,available,,,
windows-rtx3090ti,cuda,format,image-png.png,image,latin,docling+ocr,docling+ocr,success,,4.8607817,0.3123534000000001,1;1;1,2030.47265625,503.19091796875,available,,,
windows-rtx3090ti,cuda,format,image-tif.tif,image,latin,docling+ocr,docling+ocr,success,,4.9516097,0.23377919999999985,1;1;1,2013.703125,503.19091796875,available,,,
windows-rtx3090ti,cuda,format,image-tiff.tiff,image,latin,docling+ocr,docling+ocr,success,,4.8281402,0.16202449999999935,1;1;1,2124.5546875,503.19091796875,available,,,
windows-rtx3090ti,cuda,format,image-webp.webp,image,latin,docling+ocr,docling+ocr,success,,4.9052344,0.24278759999999977,1;1;1,2105.19921875,503.19091796875,available,,,
windows-rtx3090ti,cuda,format,pdf-born-digital.pdf,born-digital-pdf,,docling,docling,success,2.6720092,0.2086026,0.005281050000000009,2;2;2,1958.46484375,954.60693359375,available,,,
windows-rtx3090ti,cuda,format,pdf-scanned.pdf,scanned-pdf,latin,docling+ocr,docling+ocr,success,,5.027659,0.1267125,1;1;1,2057.03125,873.47705078125,available,,,
windows-rtx3090ti,cuda,language,pdf/ar-clean.pdf,scanned-pdf,arabic,docling+ocr,,unsupported,,,,,,,,,,
windows-rtx3090ti,cuda,language,pdf/de-clean.pdf,scanned-pdf,latin,docling+ocr,docling+ocr,success,,4.5410251,0.17689490000000063,1;1;1,2100.78125,873.47705078125,available,0.0,0.0,0.0
windows-rtx3090ti,cuda,language,pdf/en-clean.pdf,scanned-pdf,latin,docling+ocr,docling+ocr,success,,5.2903145,0.35870779999999947,1;1;1,2144.15234375,873.47705078125,available,0.0,0.0,0.0
windows-rtx3090ti,cuda,language,pdf/ja-clean.pdf,scanned-pdf,japanese,docling+ocr,docling+ocr,success,8.1854153,5.0550096,0.1791727999999999,1;1;1,2251.15234375,1329.76806640625,available,0.09090909090909091,0.0,0.0
windows-rtx3090ti,cuda,language,pdf/ko-clean.pdf,scanned-pdf,korean,docling+ocr,,unsupported,,,,,,,,,,
windows-rtx3090ti,cuda,language,pdf/ru-clean.pdf,scanned-pdf,cyrillic,docling+ocr,,unsupported,,,,,,,,,,
windows-rtx3090ti,cuda,language,pdf/th-clean.pdf,scanned-pdf,thai,docling+ocr,,unsupported,,,,,,,,,,
windows-rtx3090ti,cuda,language,pdf/vi-clean.pdf,scanned-pdf,latin,docling+ocr,docling+ocr,success,,5.4077184,0.20804490000000087,1;1;1,2216.60546875,873.47705078125,available,0.22647058823529412,0.26865671641791045,0.26119402985074625
windows-rtx3090ti,cuda,language,pdf/zh-clean.pdf,scanned-pdf,chinese,docling+ocr,docling+ocr,success,7.7352759,5.0387751,0.3249518,1;1;1,2356.125,1700.67919921875,available,0.05755395683453238,0.0,0.0
windows-rtx3090ti,cuda,language,pdf/zt-clean.pdf,scanned-pdf,chinese,docling+ocr,docling+ocr,success,,5.1406321,0.3482599999999998,1;1;1,2374.16015625,1617.42431640625,available,0.07194244604316546,0.0,0.0
